1,Hamas Says It Launched 'Big Missile' Attack On Tel Aviv
2,Hamas launches barrage of missiles towards Israel for first time in months - India Today
3,Hamas rocket attack from Gaza sets off air raid sirens in Tel Aviv for the first time in months
4,WATCH: IDF destroys Rafah rocket launcher used by Hamas to fire at central Israel
5,Papua New Guinea landslide: Over 670 estimated dead as 150-plus houses buried | Today News
6,Papua New Guinea landslide death toll rises to 670
7,"UN raises toll in Papua New Guinea landslide to 670, thousands displaced"
8,"More Than 670 Dead In Papua New Guinea Landslide, Says UN, Tribal Rebels Complicate Rescue Missions"
9,"Severe weather: 9 dead in Texas, Oklahoma and Arkansas as powerful storms hit Central US"
10,Tornado Destroys Texas Gas Station Filled With People - Videos from The Weather Channel
11,"Tornadoes hit Texas, Arkansas and Oklahoma, killing at least 2 in Texas: Report"
12,At least 8 people are dead after tornado-spawning storms strike the Central US Memorial Day weekend
13,"Qatar Airways flight suffers turbulence, at least 12 injured"
14,12 Injured After Turbulence Hits Qatar Airways' Doha-Dublin Flight
15,12 injured after Qatar Airways flight hits turbulence en route to Dublin
16,12 people injured after Qatar Airways plane hits turbulence on flight to Dublin
17,"Hezbollah destroys Israeli Merkava, releases footage of Almas attack"
18,"Israel strikes in South Lebonan kill 5, source based reports"
19,Home in northern Israel's Avivim struck by anti-tank guided missile from Lebanon
20,Hezbollah's Burkan And Falaq Hellfire Ravages North Israel; IDF Admits 'Heavy Damage'
21,Rishi Sunak vows to bring back mandatory national service for 18-year-olds if Tories win
22,UK’s Sunak promises mandatory national service for 18-year-olds if elected
23,"Lagging in polls, UK Conservatives pitch national service at 18"
24,National service explained: Rishi Sunak unveils Conservative election plan
25,'Military action will continue until complete reunification': China warns Taiwan of war as military drills conclude
26,"China war games end, Taiwan details warplane, warship surge"
27,Taiwan slams China's military drills 'blatant provocation to world order'
28,US lawmakers visiting Taiwan this week
29,Kate Middleton and Prince William issue rare joint statement over ‘incredible sadness’
30,Royal Air Force pilot dies in World War II-era Spitfire crash in England
31,British air force pilot dies after Spitfire crashes in eastern England
32,RAF pilot killed as WWII Spitfire crashes near British airbase
33,Russian “Guided Bomb” Attack Kills 11 | Ukraine Probes Troops’ “Careless” Attitude In Kharkiv Losses
34,The death toll in Kharkiv attack rises to 14 as Zelenskyy warns of Russian troop movements
35,"4 Killed, 38 Injured In Russian Strike On Ukraine DIY Store"
36,"Russia-Ukraine war: List of key events, day 821"
37,Putin ally Belarus President Lukashenko blames US sanctions for Iran's Raisi's death: 'They banned companies from...' | Today News
38,"Another crash, another high-profile passenger"
39,How a boy from Barabanki changed course of Iran's history
40,Iran army finds no sign of foul play so far in Raisi helicopter crash
41,"Hamas Says Captured Israeli Soldiers In Gaza, Israel Denies"
42,IDF denies Hamas claim to have captured soldiers in new Gaza incident
43,Hamas claims to have taken Israeli soldier 'prisoner'
44,"Hamas' Chilling Video After Abu Obaida Says Israeli Troops 'Captured' In Gaza's Jabalia, IDF Says…"
45,"Zelenskyy's message: No to Russia's ceasefire feelers, Ukraine needs global support to hold Moscow to acc"
46,Zelenskiy calls on world leaders to attend Ukraine ‘peace summit’ after deadly Kharkiv strike
47,80 Countries Are Participating In The Global Peace Summit In Switzerland: Ukrainian President Volodymyr Zelens
48,Ukraine's Zelenskyy urges world leaders to join Global Peace Summit
49,Why was Singapore flight turbulence severe? | Explained
50,"'Indigestion in mind' : Passengers of turbulence-hit SIA flight inflicted psychological scars, experts sa"
51,Aircraft turbulence is worsening with climate change. Studying birds could help
52,"""Indigestion In Mind"": Experts On Mental Scars After Turbulence-Hit Singapore Airlines Flight"
53,Israel-Hamas war: Truce talks likely to resume next week as pressure piles on PM Netanyahu
54,Israel Fights Hamas In Gaza But Says Ready For New Truce Talks
